id,minute,result,X,Y,xG,player,h_a,player_id,situation,year,shotType,match_id,h_team,a_team,h_goals,a_goals,date,player_assisted,lastAction
509822,56,MissedShots,0.9230000305175782,0.65,0.5288090109825134,Theo Hernández,a,2547,OpenPlay,2022,LeftFoot,18805,Monza,AC Milan,0,1,2023-02-18T17:00:00Z,Rafael Leão,BallTouch
511516,24,ShotOnPost,0.7680000305175781,0.590999984741211,0.02645020000636577,Theo Hernández,h,2547,OpenPlay,2022,LeftFoot,18814,AC Milan,Atalanta,2,0,2023-02-26T19:45:00Z,Olivier Giroud,LayOff
512418,57,SavedShot,0.89,0.6840000152587891,0.2201559990644455,Theo Hernández,a,2547,OpenPlay,2022,LeftFoot,18823,Fiorentina,AC Milan,2,1,2023-03-04T19:45:00Z,Fikayo Tomori,Throughball
512428,94,Goal,0.874000015258789,0.6379999923706055,0.07010850310325623,Theo Hernández,a,2547,OpenPlay,2022,LeftFoot,18823,Fiorentina,AC Milan,2,1,2023-03-04T19:45:00Z,Alexis Saelemaekers,Pass
514475,39,MissedShots,0.7419999694824219,0.5070000076293946,0.0189605001360178,Theo Hernández,h,2547,OpenPlay,2022,LeftFoot,18838,AC Milan,Salernitana,1,1,2023-03-13T19:45:00Z,Alexis Saelemaekers,Pass
514476,40,BlockedShot,0.7919999694824219,0.5829999923706055,0.02429159916937351,Theo Hernández,h,2547,FromCorner,2022,LeftFoot,18838,AC Milan,Salernitana,1,1,2023-03-13T19:45:00Z,NA,None
517237,5,BlockedShot,0.8169999694824219,0.6659999847412109,0.02542990073561668,Theo Hernández,a,2547,OpenPlay,2022,LeftFoot,18859,Napoli,AC Milan,0,4,2023-04-02T18:45:00Z,NA,Rebound
517236,5,BlockedShot,0.7190000152587891,0.6580000305175782,0.01341820042580366,Theo Hernández,a,2547,OpenPlay,2022,LeftFoot,18859,Napoli,AC Milan,0,4,2023-04-02T18:45:00Z,Brahim Diaz,Pass
517662,12,SavedShot,0.9490000152587892,0.6659999847412109,0.08080840110778809,Theo Hernández,h,2547,OpenPlay,2022,LeftFoot,18867,AC Milan,Empoli,0,0,2023-04-07T19:00:00Z,NA,TakeOn
517666,32,BlockedShot,0.8959999847412109,0.665,0.07801830023527145,Theo Hernández,h,2547,OpenPlay,2022,LeftFoot,18867,AC Milan,Empoli,0,0,2023-04-07T19:00:00Z,Davide Calabria,Pass
521671,85,MissedShots,0.7269999694824218,0.54,0.01458912435919046,Theo Hernández,h,2547,FromCorner,2022,LeftFoot,18891,AC Milan,Lecce,2,0,2023-04-23T16:00:00Z,NA,None
524448,28,Goal,0.735999984741211,0.6519999694824219,0.02057443186640739,Theo Hernández,h,2547,OpenPlay,2022,LeftFoot,18916,AC Milan,Lazio,2,0,2023-05-06T13:00:00Z,Mike Maignan,TakeOn
524453,45,BlockedShot,0.8930000305175781,0.6569999694824219,0.0492234006524086,Theo Hernández,h,2547,FromCorner,2022,LeftFoot,18916,AC Milan,Lazio,2,0,2023-05-06T13:00:00Z,NA,None
526117,23,SavedShot,0.7719999694824219,0.5420000076293945,0.02163410745561123,Theo Hernández,a,2547,OpenPlay,2022,LeftFoot,18931,Spezia,AC Milan,2,0,2023-05-13T16:00:00Z,NA,Rebound
527692,4,MissedShots,0.8469999694824218,0.57,0.04318566992878914,Theo Hernández,h,2547,FromCorner,2022,LeftFoot,18936,AC Milan,Sampdoria,5,1,2023-05-20T18:45:00Z,Brahim Diaz,Pass
531166,15,BlockedShot,0.7,0.48400001525878905,0.03812473639845848,Theo Hernández,h,2547,DirectFreekick,2022,LeftFoot,18956,AC Milan,Verona,3,1,2023-06-04T19:00:00Z,NA,Standard
535042,3,MissedShots,0.8769999694824219,0.6419999694824219,0.01263712812215089,Theo Hernández,h,2547,SetPiece,2023,Head,22317,AC Milan,Torino,4,1,2023-08-26T18:45:00Z,Rafael Leão,Cross
535046,11,MissedShots,0.7169999694824218,0.47200000762939454,0.01701120659708976,Theo Hernández,h,2547,SetPiece,2023,LeftFoot,22317,AC Milan,Torino,4,1,2023-08-26T18:45:00Z,Tijjani Reijnders,Pass
535050,19,MissedShots,0.725999984741211,0.53,0.01796421408653259,Theo Hernández,h,2547,OpenPlay,2023,LeftFoot,22317,AC Milan,Torino,4,1,2023-08-26T18:45:00Z,Ruben Loftus-Cheek,Pass
535056,46,Goal,0.97,0.65,0.3210066258907318,Theo Hernández,h,2547,OpenPlay,2023,LeftFoot,22317,AC Milan,Torino,4,1,2023-08-26T18:45:00Z,Rafael Leão,Throughball
537775,30,MissedShots,0.9640000152587892,0.6120000076293945,0.3412771224975586,Theo Hernández,a,2547,OpenPlay,2023,LeftFoot,22336,Inter,AC Milan,5,1,2023-09-16T16:00:00Z,Olivier Giroud,TakeOn
540231,44,SavedShot,0.8909999847412109,0.72,0.04099299386143684,Theo Hernández,a,2547,OpenPlay,2023,LeftFoot,22355,Cagliari,AC Milan,1,3,2023-09-27T16:30:00Z,NA,None
542892,27,MissedShots,0.7869999694824219,0.715999984741211,0.01901503466069698,Theo Hernández,a,2547,OpenPlay,2023,LeftFoot,22378,Genoa,AC Milan,0,1,2023-10-07T18:45:00Z,Tijjani Reijnders,BallTouch
546369,56,MissedShots,0.9180000305175782,0.5479999923706055,0.4720996916294098,Theo Hernández,a,2547,OpenPlay,2023,LeftFoot,22404,Napoli,AC Milan,2,2,2023-10-29T19:45:00Z,Rafael Leão,Pass
546376,65,MissedShots,0.7469999694824219,0.84,0.02745348401367664,Theo Hernández,a,2547,DirectFreekick,2023,LeftFoot,22404,Napoli,AC Milan,2,2,2023-10-29T19:45:00Z,NA,Standard
548237,71,MissedShots,0.749000015258789,0.6630000305175782,0.0137299308553338,Theo Hernández,a,2547,OpenPlay,2023,LeftFoot,22417,Lecce,AC Milan,2,2,2023-11-11T14:00:00Z,NA,None
550014,43,BlockedShot,0.85,0.355,0.03721930459141731,Theo Hernández,h,2547,FromCorner,2023,LeftFoot,22433,AC Milan,Fiorentina,1,0,2023-11-25T19:45:00Z,NA,None
550015,46,Goal,0.885,0.5,0.7612988352775574,Theo Hernández,h,2547,Penalty,2023,LeftFoot,22433,AC Milan,Fiorentina,1,0,2023-11-25T19:45:00Z,NA,Standard
553040,3,BlockedShot,0.775,0.620999984741211,0.02034299820661544,Theo Hernández,a,2547,OpenPlay,2023,LeftFoot,22445,Atalanta,AC Milan,3,2,2023-12-09T17:00:00Z,NA,Rebound
553048,43,MissedShots,0.779000015258789,0.6359999847412109,0.02480032481253147,Theo Hernández,a,2547,OpenPlay,2023,LeftFoot,22445,Atalanta,AC Milan,3,2,2023-12-09T17:00:00Z,Samuel Chukwueze,Pass
554580,7,SavedShot,0.92,0.5879999923706055,0.13415764272212982,Theo Hernández,h,2547,OpenPlay,2023,LeftFoot,22459,AC Milan,Monza,3,0,2023-12-17T11:30:00Z,Rafael Leão,Pass
554597,51,BlockedShot,0.7580000305175781,0.6840000152587891,0.01853544823825359,Theo Hernández,h,2547,OpenPlay,2023,LeftFoot,22459,AC Milan,Monza,3,0,2023-12-17T11:30:00Z,Tijjani Reijnders,Pass
556022,14,BlockedShot,0.8430000305175781,0.6969999694824218,0.03792687878012657,Theo Hernández,a,2547,OpenPlay,2023,LeftFoot,22473,Salernitana,AC Milan,2,2,2023-12-22T19:45:00Z,Christian Pulisic,Pass
556034,44,SavedShot,0.7280000305175781,0.345,0.01580932550132274,Theo Hernández,a,2547,SetPiece,2023,LeftFoot,22473,Salernitana,AC Milan,2,2,2023-12-22T19:45:00Z,Ismael Bennacer,Pass
557067,44,MissedShots,0.905,0.555,0.02930767834186554,Theo Hernández,h,2547,FromCorner,2023,Head,22481,AC Milan,Sassuolo,1,0,2023-12-30T17:00:00Z,Alessandro Florenzi,Challenge
557079,77,MissedShots,0.9130000305175782,0.43,0.01956849358975887,Theo Hernández,h,2547,FromCorner,2023,Head,22481,AC Milan,Sassuolo,1,0,2023-12-30T17:00:00Z,Tijjani Reijnders,Aerial
557646,21,SavedShot,0.7769999694824219,0.534000015258789,0.04998243227601051,Theo Hernández,a,2547,OpenPlay,2023,RightFoot,22486,Empoli,AC Milan,0,3,2024-01-07T11:30:00Z,Alessandro Florenzi,Chipped
557655,56,SavedShot,0.93,0.4809999847412109,0.05749561265110969,Theo Hernández,a,2547,FromCorner,2023,Head,22486,Empoli,AC Milan,0,3,2024-01-07T11:30:00Z,Yacine Adli,Aerial
557657,61,MissedShots,0.86,0.5329999923706055,0.06749776750802994,Theo Hernández,a,2547,FromCorner,2023,LeftFoot,22486,Empoli,AC Milan,0,3,2024-01-07T11:30:00Z,NA,None
558742,55,BlockedShot,0.7140000152587891,0.754000015258789,0.01468425616621971,Theo Hernández,h,2547,OpenPlay,2023,LeftFoot,22500,AC Milan,Roma,3,1,2024-01-14T19:45:00Z,Yacine Adli,Pass
558751,83,Goal,0.8540000152587891,0.6580000305175782,0.06698545813560486,Theo Hernández,h,2547,OpenPlay,2023,LeftFoot,22500,AC Milan,Roma,3,1,2024-01-14T19:45:00Z,Olivier Giroud,Pass
559980,8,MissedShots,0.8,0.6830000305175781,0.02228348143398761,Theo Hernández,h,2547,OpenPlay,2023,LeftFoot,22518,AC Milan,Bologna,2,2,2024-01-27T19:45:00Z,NA,None
560005,73,ShotOnPost,0.885,0.5,0.7612988352775574,Theo Hernández,h,2547,Penalty,2023,LeftFoot,22518,AC Milan,Bologna,2,2,2024-01-27T19:45:00Z,NA,Standard
561340,80,BlockedShot,0.7859999847412109,0.7180000305175781,0.01425996609032154,Theo Hernández,a,2547,OpenPlay,2023,LeftFoot,22531,Frosinone,AC Milan,2,3,2024-02-03T17:00:00Z,NA,Rebound
563244,24,Goal,0.9209999847412108,0.6719999694824219,0.3154916763305664,Theo Hernández,h,2547,OpenPlay,2023,LeftFoot,22539,AC Milan,Napoli,1,0,2024-02-11T19:45:00Z,Rafael Leão,Throughball
563256,61,SavedShot,0.911999969482422,0.47400001525878904,0.10825307667255402,Theo Hernández,h,2547,FromCorner,2023,LeftFoot,22539,AC Milan,Napoli,1,0,2024-02-11T19:45:00Z,NA,None
564700,4,BlockedShot,0.794000015258789,0.5579999923706055,0.0314486064016819,Theo Hernández,a,2547,OpenPlay,2023,LeftFoot,22548,Monza,AC Milan,4,2,2024-02-18T19:45:00Z,Ismael Bennacer,Pass
564705,34,BlockedShot,0.7530000305175781,0.6669999694824219,0.01941406354308128,Theo Hernández,a,2547,SetPiece,2023,LeftFoot,22548,Monza,AC Milan,4,2,2024-02-18T19:45:00Z,Alessandro Florenzi,Pass
564707,46,BlockedShot,0.924000015258789,0.6509999847412109,0.05904132500290871,Theo Hernández,a,2547,OpenPlay,2023,LeftFoot,22548,Monza,AC Milan,4,2,2024-02-18T19:45:00Z,NA,BallTouch
564709,49,MissedShots,0.889000015258789,0.62,0.06413254141807556,Theo Hernández,a,2547,OpenPlay,2023,LeftFoot,22548,Monza,AC Milan,4,2,2024-02-18T19:45:00Z,NA,Rebound
565888,7,MissedShots,0.769000015258789,0.64,0.01690130494534969,Theo Hernández,h,2547,FromCorner,2023,LeftFoot,22560,AC Milan,Atalanta,1,1,2024-02-25T19:45:00Z,NA,None
565896,28,BlockedShot,0.7769999694824219,0.6830000305175781,0.01603703573346138,Theo Hernández,h,2547,FromCorner,2023,LeftFoot,22560,AC Milan,Atalanta,1,1,2024-02-25T19:45:00Z,NA,None
565912,88,BlockedShot,0.784000015258789,0.695,0.01738197170197963,Theo Hernández,h,2547,OpenPlay,2023,LeftFoot,22560,AC Milan,Atalanta,1,1,2024-02-25T19:45:00Z,NA,None
565913,93,BlockedShot,0.7090000152587891,0.7030000305175781,0.01508534140884876,Theo Hernández,h,2547,SetPiece,2023,LeftFoot,22560,AC Milan,Atalanta,1,1,2024-02-25T19:45:00Z,Yacine Adli,Pass
569852,43,Goal,0.9769999694824218,0.5890000152587891,0.41239285469055176,Theo Hernández,a,2547,OpenPlay,2023,LeftFoot,22588,Verona,AC Milan,1,3,2024-03-17T14:00:00Z,NA,None
572190,63,ShotOnPost,0.749000015258789,0.4470000076293945,0.02466413378715515,Theo Hernández,h,2547,OpenPlay,2023,LeftFoot,22612,AC Milan,Lecce,3,0,2024-04-06T13:00:00Z,Samuel Chukwueze,Pass
572191,67,SavedShot,0.7230000305175781,0.48400001525878905,0.04806516692042351,Theo Hernández,h,2547,DirectFreekick,2023,LeftFoot,22612,AC Milan,Lecce,3,0,2024-04-06T13:00:00Z,NA,Standard
574219,7,MissedShots,0.825999984741211,0.6819999694824219,0.03045484237372875,Theo Hernández,a,2547,OpenPlay,2023,LeftFoot,22620,Sassuolo,AC Milan,3,3,2024-04-14T13:00:00Z,Yunus Musah,None
574231,24,MissedShots,0.44099998474121094,0.6969999694824218,0.00732642831280827,Theo Hernández,a,2547,OpenPlay,2023,LeftFoot,22620,Sassuolo,AC Milan,3,3,2024-04-14T13:00:00Z,Yacine Adli,Pass
574235,44,MissedShots,0.960999984741211,0.6780000305175782,0.05306079238653183,Theo Hernández,a,2547,OpenPlay,2023,LeftFoot,22620,Sassuolo,AC Milan,3,3,2024-04-14T13:00:00Z,Yacine Adli,Pass
574234,44,SavedShot,0.919000015258789,0.6969999694824218,0.23139643669128415,Theo Hernández,a,2547,SetPiece,2023,LeftFoot,22620,Sassuolo,AC Milan,3,3,2024-04-14T13:00:00Z,NA,Rebound
575909,14,MissedShots,0.8,0.6809999847412109,0.01845996454358101,Theo Hernández,h,2547,OpenPlay,2023,LeftFoot,22633,AC Milan,Inter,1,2,2024-04-22T18:45:00Z,NA,Rebound
575913,26,MissedShots,0.9340000152587892,0.43200000762939456,0.10937513411045074,Theo Hernández,h,2547,FromCorner,2023,LeftFoot,22633,AC Milan,Inter,1,2,2024-04-22T18:45:00Z,NA,None
575923,50,SavedShot,0.855,0.7330000305175781,0.02521660737693309,Theo Hernández,h,2547,OpenPlay,2023,LeftFoot,22633,AC Milan,Inter,1,2,2024-04-22T18:45:00Z,Rafael Leão,BallTouch
575928,74,BlockedShot,0.784000015258789,0.6170000076293946,0.03036598302423954,Theo Hernández,h,2547,OpenPlay,2023,LeftFoot,22633,AC Milan,Inter,1,2,2024-04-22T18:45:00Z,Samuel Chukwueze,Pass
579092,13,BlockedShot,0.9009999847412108,0.6869999694824219,0.03809168189764023,Theo Hernández,h,2547,OpenPlay,2023,LeftFoot,22650,AC Milan,Genoa,3,3,2024-05-05T16:00:00Z,Samuel Chukwueze,Cross
579096,21,MissedShots,0.8030000305175782,0.710999984741211,0.0230930708348751,Theo Hernández,h,2547,OpenPlay,2023,LeftFoot,22650,AC Milan,Genoa,3,3,2024-05-05T16:00:00Z,Samuel Chukwueze,Pass
579103,38,SavedShot,0.919000015258789,0.4759999847412109,0.04264172539114952,Theo Hernández,h,2547,FromCorner,2023,Head,22650,AC Milan,Genoa,3,3,2024-05-05T16:00:00Z,Alessandro Florenzi,Aerial
579111,63,SavedShot,0.8480000305175781,0.5459999847412109,0.11553899198770524,Theo Hernández,h,2547,OpenPlay,2023,LeftFoot,22650,AC Milan,Genoa,3,3,2024-05-05T16:00:00Z,Samuel Chukwueze,Pass
579120,92,MissedShots,0.9,0.615999984741211,0.06198212131857872,Theo Hernández,h,2547,OpenPlay,2023,LeftFoot,22650,AC Milan,Genoa,3,3,2024-05-05T16:00:00Z,Yacine Adli,Cross
583350,33,BlockedShot,0.8369999694824218,0.624000015258789,0.0870133712887764,Theo Hernández,h,2547,OpenPlay,2023,LeftFoot,22682,AC Milan,Salernitana,3,3,2024-05-25T18:45:00Z,Rafael Leão,TakeOn
583353,44,SavedShot,0.899000015258789,0.6730000305175782,0.1117369383573532,Theo Hernández,h,2547,OpenPlay,2023,LeftFoot,22682,AC Milan,Salernitana,3,3,2024-05-25T18:45:00Z,Olivier Giroud,TakeOn
583367,80,BlockedShot,0.87,0.5129999923706055,0.1029934138059616,Theo Hernández,h,2547,OpenPlay,2023,LeftFoot,22682,AC Milan,Salernitana,3,3,2024-05-25T18:45:00Z,NA,None
585078,97,BlockedShot,0.8640000152587891,0.3770000076293945,0.06304231286048889,Theo Hernández,h,2547,SetPiece,2024,LeftFoot,27365,AC Milan,Torino,2,2,2024-08-17T18:45:00Z,Álvaro Morata,BallTouch
586275,20,MissedShots,0.76,0.425,0.01777814142405986,Theo Hernández,a,2547,FromCorner,2024,LeftFoot,27372,Parma Calcio 1913,AC Milan,2,1,2024-08-24T16:30:00Z,NA,None
586283,41,MissedShots,0.7030000305175781,0.62,0.014856468886137,Theo Hernández,a,2547,OpenPlay,2024,LeftFoot,27372,Parma Calcio 1913,AC Milan,2,1,2024-08-24T16:30:00Z,Yunus Musah,Pass
586291,55,BlockedShot,0.794000015258789,0.615,0.03369421511888504,Theo Hernández,a,2547,OpenPlay,2024,LeftFoot,27372,Parma Calcio 1913,AC Milan,2,1,2024-08-24T16:30:00Z,Yunus Musah,Pass
591091,1,Goal,0.973000030517578,0.67,0.06557568162679672,Theo Hernández,h,2547,OpenPlay,2024,LeftFoot,27398,AC Milan,Venezia,4,0,2024-09-14T18:45:00Z,Rafael Leão,Pass
593687,40,Goal,0.9490000152587892,0.6790000152587891,0.2454403042793274,Theo Hernández,h,2547,OpenPlay,2024,LeftFoot,27417,AC Milan,Lecce,3,0,2024-09-27T18:45:00Z,Rafael Leão,Pass
593692,44,MissedShots,0.9619999694824218,0.6619999694824219,0.31894931197166443,Theo Hernández,h,2547,OpenPlay,2024,LeftFoot,27417,AC Milan,Lecce,3,0,2024-09-27T18:45:00Z,NA,Rebound
